"Year","Quarter","ID","Nowcast","Q1_aheadfc","Q2_aheadfc","Q3_aheadfc","Q4_aheadfc","dateQ","Date_number"
1984,1,62,"8.8","8","7.5","6.5","7","1984Q1",11
1984,1,65,"9.05","9.25","9.4","9.65","9.75","1984Q1",11
1984,1,66,"9.2","9.6","9.5","9.1","9.1","1984Q1",11
1984,1,68,"9","9.15","9.3","9.7","#N/A","1984Q1",11
1984,1,69,"9.3","9.5","9.3","9","10","1984Q1",11
1984,1,70,"9.2","9.5","10.1","11","11.8","1984Q1",11
1984,1,72,"8.9","8.6","8.5","8.5","8.7","1984Q1",11
1984,1,82,"8.8","8.6","8.65","8.85","9.15","1984Q1",11
1984,1,84,"9.15","9.4","9.6","9.8","10.3","1984Q1",11
1984,1,86,"8.7","7.7","7.6","7.8","8.1","1984Q1",11
1984,1,87,"8.9","8.9","9","9.1","9.5","1984Q1",11
1984,1,90,"8.8","8.6","8.9","9.2","10","1984Q1",11
1984,1,93,"8.8","8.9","9.4","10","10.5","1984Q1",11
1984,1,98,"8.9","8.9","8.75","8.5","8.75","1984Q1",11
1984,1,99,"8.78","8.72","8.54","8.32","8.05","1984Q1",11
1984,2,5,"9.9","9.7","9.8","10","10.3","1984Q2",12
1984,2,9,"9.5","9.6","9.4","9.2","9","1984Q2",12
1984,2,12,"9.8","10.5","10.2","10.1","10","1984Q2",12
1984,2,13,"9.15","9.15","9.2","9.22","9.27","1984Q2",12
1984,2,15,"9.8","10.5","11","11.5","12","1984Q2",12
1984,2,16,"10","9.5","10","10","9.5","1984Q2",12
1984,2,19,"9.7","9.9","10.2","10.5","10.7","1984Q2",12
1984,2,20,"10.24","10.25","10.15","10.1","10","1984Q2",12
1984,2,23,"9.3","9","8.8","8.9","9.1","1984Q2",12
1984,2,25,"9.25","9.5","9.25","9.25","9.25","1984Q2",12
1984,2,27,"10","10.7","11","11","10.5","1984Q2",12
1984,2,30,"9.49","9.88","10.2","10.4","10.8","1984Q2",12
1984,2,31,"10","9.75","10.3","10.8","11.8","1984Q2",12
1984,2,35,"#N/A","#N/A","#N/A","#N/A","#N/A","1984Q2",12
1984,2,36,"9.5","9.3","9.1","8.8","9","1984Q2",12
1984,2,39,"9.7","10","10.2","10.8","11","1984Q2",12
1984,2,40,"9.9","10.06","9.93","9.69","9.68","1984Q2",12
1984,2,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1984Q2",12
1984,2,43,"9.8","10","10.5","11","11.5","1984Q2",12
1984,2,60,"9.7","10","10.2","10.2","10.2","1984Q2",12
1984,2,61,"9.46","9.78","10.4","10.5","10.4","1984Q2",12
1984,2,62,"9.88","9.31","8.43","#N/A","#N/A","1984Q2",12
1984,2,65,"9.75","10.25","10.75","#N/A","#N/A","1984Q2",12
1984,2,66,"10","10.4","10.2","9.7","9.1","1984Q2",12
1984,2,68,"9.9","9.9","10.2","10.4","10.6","1984Q2",12
1984,2,70,"9.85","10.2","10.4","10.8","11.5","1984Q2",12
1984,2,72,"9.5","9.7","9.8","9.8","9.5","1984Q2",12
1984,2,74,"9.6","9.4","9.9","10.1","10.7","1984Q2",12
1984,2,75,"10","10.1","10.4","10.9","11.2","1984Q2",12
1984,2,82,"10.3","10.3","10.5","10.7","11","1984Q2",12
1984,2,84,"9.8","10","11","12","13","1984Q2",12
1984,2,86,"9.9","9.2","8.6","8.6","9.2","1984Q2",12
1984,2,94,"9.9","9.7","9.8","9.9","10.1","1984Q2",12
1984,2,95,"9.75","9.75","9.75","10","10.25","1984Q2",12
1984,2,98,"9.95","10.45","10.95","11.35","11.5","1984Q2",12
1984,3,5,"10.4","10.6","10.9","11.2","11.6","1984Q3",13
1984,3,13,"9.8","9.85","9.8","9.75","9.75","1984Q3",13
1984,3,15,"10.25","10.75","11.25","11.5","11.5","1984Q3",13
1984,3,19,"10.3","10.6","11","11.3","11.5","1984Q3",13
1984,3,25,"#N/A","#N/A","#N/A","#N/A","#N/A","1984Q3",13
1984,3,30,"9.94","10.1","10.2","10.4","10.6","1984Q3",13
1984,3,31,"10.5","10.5","10.8","11.3","12","1984Q3",13
1984,3,33,"10.6","11","11.5","11","10.5","1984Q3",13
1984,3,40,"10.38","10.9","11","10.9","10.8","1984Q3",13
1984,3,42,"10.3","10.5","11.5","12.5","13","1984Q3",13
1984,3,43,"10.3","10.5","11","11.5","12","1984Q3",13
1984,3,55,"9.85","9.74","9.4","9.15","9","1984Q3",13
1984,3,60,"10.2","10.3","10.3","10.2","10.1","1984Q3",13
1984,3,61,"9.49","9.03","9.02","8.99","8.97","1984Q3",13
1984,3,62,"9.9","9.7","9.5","9","8.5","1984Q3",13
1984,3,65,"10.25","10.4","10.4","10.65","10.3","1984Q3",13
1984,3,66,"10.3","10.4","10.1","9.7","9.3","1984Q3",13
1984,3,67,"10.3","10","9.9","9.8","9.7","1984Q3",13
1984,3,68,"10.36","10.5","10.7","11","11.9","1984Q3",13
1984,3,69,"10.5","11","11.5","12.5","11.5","1984Q3",13
1984,3,70,"10.4","10.2","10.3","10.7","11.2","1984Q3",13
1984,3,80,"10.1","10.3","10.5","10.6","10.8","1984Q3",13
1984,3,82,"10.15","10.25","10.45","11","11.6","1984Q3",13
1984,3,86,"10.3","9.8","9.3","9.3","10.4","1984Q3",13
1984,3,87,"10.5","11","11.5","11.7","12","1984Q3",13
1984,3,95,"10.3","10.3","10.5","10.8","11","1984Q3",13
1984,3,98,"10.1","10.8","11.2","11.5","11.8","1984Q3",13
1984,4,5,"9.1","9","9.8","10.7","10.3","1984Q4",14
1984,4,9,"8.8","8.7","8.8","9","9.1","1984Q4",14
1984,4,12,"9.6","9.3","9.1","9","8.9","1984Q4",14
1984,4,19,"9.5","9.3","9.5","9.8","10.3","1984Q4",14
1984,4,20,"9.5","8.6","9","9.1","8.5","1984Q4",14
1984,4,21,"9.9","10.4","10.8","11","11","1984Q4",14
1984,4,23,"9.5","9.8","10","10.3","10.5","1984Q4",14
1984,4,27,"9.8","9.6","9.8","10","10.3","1984Q4",14
1984,4,30,"9.65","9.5","9.75","10","10.5","1984Q4",14
1984,4,31,"8.75","8.5","9.75","10.5","11.3","1984Q4",14
1984,4,35,"#N/A","#N/A","#N/A","#N/A","#N/A","1984Q4",14
1984,4,40,"9.4","9.1","9.3","9.2","9.2","1984Q4",14
1984,4,43,"9","9","9.7","10","10.5","1984Q4",14
1984,4,51,"10","9.8","9.9","10","10.1","1984Q4",14
1984,4,53,"9.5","9.75","10","10.3","10.5","1984Q4",14
1984,4,55,"9.19","8.3","7.64","7.3","7.68","1984Q4",14
1984,4,60,"9.7","9.6","9.4","9.2","9","1984Q4",14
1984,4,61,"9.7","9","8.7","8.8","9.2","1984Q4",14
1984,4,62,"9.5","8.8","8.5","8.2","7.8","1984Q4",14
1984,4,66,"9.2","9.4","9.2","9","9.8","1984Q4",14
1984,4,67,"9","9.2","9.6","9.6","9.6","1984Q4",14
1984,4,68,"8.96","9.2","9.5","9.7","9.8","1984Q4",14
1984,4,70,"9.3","8.2","8.3","8.9","9.9","1984Q4",14
1984,4,72,"9.5","9.25","9","8.75","9","1984Q4",14
1984,4,79,"9.8","10.3","10.9","11.5","12.2","1984Q4",14
1984,4,82,"9.2","9.3","10","11","11.75","1984Q4",14
1984,4,84,"9","8","9","10","10","1984Q4",14
1984,4,90,"10","9.6","9.8","10.4","11.1","1984Q4",14
1984,4,93,"9.9","10","10.6","11.1","11.4","1984Q4",14
1984,4,94,"9.6","9.4","9.2","9","8.9","1984Q4",14
1984,4,99,"9.1","8.7","8.5","8.3","8.5","1984Q4",14
1985,1,9,"8.2","8.4","8.5","8.6","8.7","1985Q1",15
1985,1,15,"7.75","8.25","9.25","10.25","#N/A","1985Q1",15
1985,1,19,"7.9","8","8.2","8.4","8.5","1985Q1",15
1985,1,20,"8.5","9","9.1","9","8.5","1985Q1",15
1985,1,23,"9.3","10.1","10.4","10.7","11.1","1985Q1",15
1985,1,30,"9","9.25","9.5","10","10.5","1985Q1",15
1985,1,35,"#N/A","#N/A","#N/A","#N/A","#N/A","1985Q1",15
1985,1,40,"7.94","7.92","7.85","7.8","7.75","1985Q1",15
1985,1,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1985Q1",15
1985,1,43,"7.4","7.7","8","9","#N/A","1985Q1",15
1985,1,44,"#N/A","#N/A","#N/A","#N/A","#N/A","1985Q1",15
1985,1,62,"8","8.3","8","7","7","1985Q1",15
1985,1,65,"7.5","7.6","7.9","8.4","#N/A","1985Q1",15
1985,1,66,"8","8.5","9","8.8","8.1","1985Q1",15
1985,1,68,"8.15","8.65","9.3","9.5","9.4","1985Q1",15
1985,1,70,"8.5","8.7","9","9.7","10.8","1985Q1",15
1985,1,72,"8","7.5","7.5","7.5","8","1985Q1",15
1985,1,79,"7.8","8.2","8.5","8.8","8.9","1985Q1",15
1985,1,82,"7.9","8.2","8.5","8.85","9.5","1985Q1",15
1985,1,84,"8.5","9.5","10.5","9.5","9.5","1985Q1",15
1985,1,87,"8","8.2","8.9","9.5","9","1985Q1",15
1985,1,94,"7.5","6.9","6.9","7.1","8.1","1985Q1",15
1985,1,95,"7.75","8.25","9","9.5","10.25","1985Q1",15
1985,1,99,"7.6","7.9","8.1","8.2","8.5","1985Q1",15
1985,2,9,"7.6","7.2","7.4","7.5","7.6","1985Q2",16
1985,2,13,"8.5","8.4","8.4","8.5","8.7","1985Q2",16
1985,2,15,"7.75","7","7","7.25","7.25","1985Q2",16
1985,2,20,"8.5","9","9","8.9","8.5","1985Q2",16
1985,2,23,"8.2","8.5","8.6","8.8","10","1985Q2",16
1985,2,27,"7.8","7.9","7.9","8","8.2","1985Q2",16
1985,2,30,"8.25","8.75","9.25","9.75","10.4","1985Q2",16
1985,2,31,"7.5","8.95","9.15","8.45","9.55","1985Q2",16
1985,2,35,"7.6","7.7","8.2","8.5","8.8","1985Q2",16
1985,2,36,"8","8.2","8.3","8.5","8.7","1985Q2",16
1985,2,40,"7.56","7.34","7.29","7.25","7.19","1985Q2",16
1985,2,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1985Q2",16
1985,2,43,"8.06","8.5","9","#N/A","#N/A","1985Q2",16
1985,2,55,"8","7.9","8.1","8","7.6","1985Q2",16
1985,2,60,"7.8","7.5","7.3","7.3","7.4","1985Q2",16
1985,2,61,"8.2","8.4","8.7","9.8","10","1985Q2",16
1985,2,62,"7.8","7.4","7","7","7","1985Q2",16
1985,2,65,"8","8.25","8.5","8.55","8.05","1985Q2",16
1985,2,66,"7.7","7.7","7.4","7.4","7.9","1985Q2",16
1985,2,68,"7.65","7.4","7.9","8","8.4","1985Q2",16
1985,2,70,"7.6","8","8.4","8.8","9.3","1985Q2",16
1985,2,75,"7.75","8.25","9.25","9.75","10","1985Q2",16
1985,2,79,"7.6","7.4","7.3","7.1","6.9","1985Q2",16
1985,2,82,"7.5","7.2","7.4","7.7","7.9","1985Q2",16
1985,2,84,"7.5","7.8","9.5","9.5","8.5","1985Q2",16
1985,2,86,"8.1","8.8","9.5","10","10.1","1985Q2",16
1985,2,87,"7.2","7.8","8","8","7.5","1985Q2",16
1985,2,94,"7.8","7.8","8.2","8.4","8","1985Q2",16
1985,2,99,"7.4","7.05","7.15","7.4","7.5","1985Q2",16
1985,3,9,"8.1","8.2","8.4","8.6","8.8","1985Q3",17
1985,3,12,"7.75","7.63","7.5","7.35","7.2","1985Q3",17
1985,3,13,"7.6","7.7","7.8","8","8.1","1985Q3",17
1985,3,15,"7.1","7","7","7.15","7.4","1985Q3",17
1985,3,20,"7.4","7.6","8.2","8.2","8.5","1985Q3",17
1985,3,23,"7.96","8.12","8.51","8.84","9.87","1985Q3",17
1985,3,27,"#N/A","#N/A","#N/A","#N/A","#N/A","1985Q3",17
1985,3,30,"7.14","7.25","7.65","7.95","8.1","1985Q3",17
1985,3,31,"7.5","7.8","9","9.7","8.75","1985Q3",17
1985,3,35,"7.4","7.5","8.3","8.9","8.5","1985Q3",17
1985,3,40,"7.25","7.23","7.18","7.13","7.08","1985Q3",17
1985,3,43,"7.1","7.2","6.7","6.5","6.3","1985Q3",17
1985,3,51,"7","7.1","7.2","7.3","7.4","1985Q3",17
1985,3,60,"7","7","7","7","7","1985Q3",17
1985,3,62,"6.8","6.5","6.3","6","6","1985Q3",17
1985,3,65,"7","7.45","7.7","7.7","7.2","1985Q3",17
1985,3,66,"7.3","7.2","7.4","7.5","7.5","1985Q3",17
1985,3,67,"7.1","7.35","7.6","7.75","7.75","1985Q3",17
1985,3,68,"7.15","7.4","7.7","8.3","8.5","1985Q3",17
1985,3,69,"7.2","6.8","6.8","6.8","7","1985Q3",17
1985,3,70,"7.15","7.4","7.65","7.9","7.8","1985Q3",17
1985,3,74,"7.2","7.8","7.9","8.3","8.8","1985Q3",17
1985,3,75,"7.75","8.25","8.5","8.75","9","1985Q3",17
1985,3,79,"7.1","7.2","6.7","6.4","6","1985Q3",17
1985,3,80,"7.2","7.7","7.4","7","6.9","1985Q3",17
1985,3,82,"7.1","7.2","7.4","8.3","8.5","1985Q3",17
1985,3,84,"7.2","7.8","8","8.2","#N/A","1985Q3",17
1985,3,95,"7.25","8","8.75","9.5","10.25","1985Q3",17
1985,3,99,"7.2","7.5","7.9","8.1","8.2","1985Q3",17
1985,3,100,"7.5","7.75","7.8","7.9","8","1985Q3",17
1985,3,101,"7.3","7.5","8","7.8","7.5","1985Q3",17
1985,4,9,"7.1","7.5","7.15","7.2","7.26","1985Q4",18
1985,4,12,"7.1","7","7","6.9","6.8","1985Q4",18
1985,4,13,"7.3","7.3","7.5","7.7","7.9","1985Q4",18
1985,4,15,"7.15","6.9","7","7.3","7.3","1985Q4",18
1985,4,20,"7.1","7.3","7.2","7.1","7.1","1985Q4",18
1985,4,23,"7.5","7.7","7.9","8.1","8.4","1985Q4",18
1985,4,30,"7.25","7.3","7.36","7.43","7.59","1985Q4",18
1985,4,35,"7.2","8.1","8.7","8.2","7.8","1985Q4",18
1985,4,40,"7.19","7.04","7.07","7.06","7.06","1985Q4",18
1985,4,43,"7.07","6.7","6.43","6.51","6.82","1985Q4",18
1985,4,59,"6.77","6.78","6.54","6.77","6.77","1985Q4",18
1985,4,60,"7","7","7","7","7","1985Q4",18
1985,4,62,"7","6.5","6","6","6.2","1985Q4",18
1985,4,65,"7.5","7.8","7.8","7.2","7","1985Q4",18
1985,4,68,"7.15","7.1","7.2","7.45","7.65","1985Q4",18
1985,4,69,"6.75","6.6","6.5","6.5","6.75","1985Q4",18
1985,4,70,"7.2","7.3","7.5","7.4","7.1","1985Q4",18
1985,4,72,"7.2","7","6.75","6.75","6.75","1985Q4",18
1985,4,79,"7.1","6.7","6.4","6.5","6.8","1985Q4",18
1985,4,80,"7.3","7.2","6.9","7","7.1","1985Q4",18
1985,4,82,"7.2","7.2","7.4","7.6","7.7","1985Q4",18
1985,4,84,"7.2","7.4","7.6","8","8.4","1985Q4",18
1985,4,94,"7.3","7.2","6.9","6.5","6.4","1985Q4",18
1985,4,99,"7","7.1","7.3","7.7","7.8","1985Q4",18
1985,4,102,"7.05","6.91","7.05","7.23","7.38","1985Q4",18
1986,1,9,"7","6.9","6.9","7","6.9","1986Q1",19
1986,1,13,"7.2","7.4","7.5","7.7","7.8","1986Q1",19
1986,1,20,"7.3","7.2","7.2","7.3","7.3","1986Q1",19
1986,1,30,"7.1","7.1","7.1","7.2","7.2","1986Q1",19
1986,1,35,"7","7.1","7.6","7.9","8.2","1986Q1",19
1986,1,40,"7.1","7.1","7","7","7","1986Q1",19
1986,1,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q1",19
1986,1,43,"6.8","6.6","6.5","6.5","#N/A","1986Q1",19
1986,1,44,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q1",19
1986,1,51,"7","7.2","7.1","7.2","7.2","1986Q1",19
1986,1,60,"7","7","7","7","7","1986Q1",19
1986,1,62,"6.5","6","6","6.2","6.5","1986Q1",19
1986,1,65,"7","6.8","7","7.2","6.8","1986Q1",19
1986,1,66,"7.1","7.5","7.8","7.7","7.3","1986Q1",19
1986,1,68,"7.2","7.2","7.3","7.5","7.4","1986Q1",19
1986,1,69,"7","7","6.5","6.8","7","1986Q1",19
1986,1,70,"7.1","7.2","7.4","7.5","7.3","1986Q1",19
1986,1,72,"7.3","6.8","6.8","7","7","1986Q1",19
1986,1,80,"7.1","7.3","6.9","6.8","7.1","1986Q1",19
1986,1,82,"7.1","7.1","7.4","7.3","6.7","1986Q1",19
1986,1,84,"7","7","7","7.5","8","1986Q1",19
1986,1,94,"7","6.9","6.9","6.5","6.7","1986Q1",19
1986,1,98,"6.9","6.7","6.6","6.4","#N/A","1986Q1",19
1986,1,99,"6.9","6.6","6.8","7","7.2","1986Q1",19
1986,1,100,"7","6.9","7.1","7.2","7.3","1986Q1",19
1986,1,102,"7.1","6.8","6.6","6.8","6.9","1986Q1",19
1986,2,10,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q2",20
1986,2,12,"6.35","6.45","6.75","6.85","6.98","1986Q2",20
1986,2,13,"7.1","7.2","7.4","7.5","7.5","1986Q2",20
1986,2,15,"6.15","5.75","5.8","5.9","6.15","1986Q2",20
1986,2,20,"6.9","6.9","7","7","7.1","1986Q2",20
1986,2,23,"6.1","6.2","6.5","6.9","7.4","1986Q2",20
1986,2,30,"7","7.1","7.2","7.2","7.23","1986Q2",20
1986,2,31,"6.2","6.5","6.9","7.7","8.3","1986Q2",20
1986,2,35,"6.57","6.13","6.03","6.19","6.54","1986Q2",20
1986,2,40,"6.26","6.1","5.63","5.19","5.19","1986Q2",20
1986,2,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q2",20
1986,2,44,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q2",20
1986,2,51,"6.15","6.2","6.25","6.3","6.35","1986Q2",20
1986,2,60,"5.9","5.8","5.8","5.8","5.8","1986Q2",20
1986,2,62,"5.5","5.4","5.4","5.5","5.6","1986Q2",20
1986,2,65,"5.7","5.7","5.9","6.2","6.2","1986Q2",20
1986,2,66,"6.2","6.5","6.9","7.1","7.1","1986Q2",20
1986,2,68,"6.13","6.05","6.25","6.3","6.4","1986Q2",20
1986,2,69,"5.8","5.8","6","6.5","6.5","1986Q2",20
1986,2,70,"6.1","5.8","5.6","5.4","5.3","1986Q2",20
1986,2,72,"6","6.5","7","7.5","8","1986Q2",20
1986,2,74,"6.15","6.2","6.3","6.5","7","1986Q2",20
1986,2,79,"6.2","6","5.8","6.3","6.6","1986Q2",20
1986,2,82,"6.15","5.8","5.9","6.2","6.5","1986Q2",20
1986,2,84,"6.3","5.9","6","6","6.3","1986Q2",20
1986,2,99,"6.18","6.3","6.45","6.8","7","1986Q2",20
1986,2,100,"5.7","5.5","5.7","5.8","5.8","1986Q2",20
1986,2,102,"6.02","5.96","6.15","6.35","#N/A","1986Q2",20
1986,3,9,"5.6","5.8","5.8","5.6","5.7","1986Q3",21
1986,3,12,"5.35","5.15","5","5.1","5.25","1986Q3",21
1986,3,15,"5.6","5.1","5.1","5.35","5.6","1986Q3",21
1986,3,20,"6.1","6","6.2","6.2","6.3","1986Q3",21
1986,3,23,"5.68","5.38","5.2","5.1","5.4","1986Q3",21
1986,3,30,"6.25","6.5","6.6","6.7","7","1986Q3",21
1986,3,35,"5.89","5.75","5.9","5.98","6.02","1986Q3",21
1986,3,40,"5.64","5.54","5.62","5.6","5.58","1986Q3",21
1986,3,43,"5.53","5.44","5.85","6.05","6.25","1986Q3",21
1986,3,51,"5.8","5.6","5.6","5.7","5.8","1986Q3",21
1986,3,59,"5.84","5.67","5.61","6.01","6.31","1986Q3",21
1986,3,60,"5.8","5.5","5.3","5","5","1986Q3",21
1986,3,65,"5.6","5.4","5.55","5.8","6.05","1986Q3",21
1986,3,68,"5.55","5.2","5.4","5.65","5.8","1986Q3",21
1986,3,69,"5.75","5.4","5.4","5.65","5.85","1986Q3",21
1986,3,70,"5.7","5.2","5","4.8","4.6","1986Q3",21
1986,3,79,"6","6.2","6.6","6.7","6.8","1986Q3",21
1986,3,82,"5.5","5","4.8","4.9","5","1986Q3",21
1986,3,84,"5.4","4.9","4.4","4.5","4.6","1986Q3",21
1986,3,86,"5.55","5.25","5.25","5.5","5.8","1986Q3",21
1986,3,94,"5.8","5.66","5.61","5.78","5.84","1986Q3",21
1986,3,100,"5.5","5","5.5","6","6.5","1986Q3",21
1986,3,103,"5.75","6","6.25","6.5","6.75","1986Q3",21
1986,3,104,"5.67","5.33","5.23","5.21","5.22","1986Q3",21
1986,4,9,"5.5","5.76","5.5","5.6","5.57","1986Q4",22
1986,4,12,"5.15","5","5.1","5.2","5.3","1986Q4",22
1986,4,13,"5.4","5.5","5.7","5.8","5.7","1986Q4",22
1986,4,15,"5.25","4.9","4.75","4.75","4.75","1986Q4",22
1986,4,30,"5.56","5.57","5.59","6.01","6.05","1986Q4",22
1986,4,35,"5.47","5.1","5.2","5.37","5.7","1986Q4",22
1986,4,40,"5.26","5.16","4.98","5.07","5.03","1986Q4",22
1986,4,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1986Q4",22
1986,4,43,"5.3","5.6","5.8","6","6.2","1986Q4",22
1986,4,51,"5.23","5.19","5.17","5.1","5.18","1986Q4",22
1986,4,60,"5.1","5.1","5","5","5","1986Q4",22
1986,4,62,"5.2","5.2","5.1","5.6","5.8","1986Q4",22
1986,4,65,"5.15","5.15","5.15","5.25","5.25","1986Q4",22
1986,4,66,"5.2","5.2","5.4","5.9","6.2","1986Q4",22
1986,4,68,"5.13","4.9","5.1","5.3","5.5","1986Q4",22
1986,4,70,"5.2","5","4.8","4.6","4.4","1986Q4",22
1986,4,72,"5.12","4.9","4.8","4.7","4.5","1986Q4",22
1986,4,78,"5.27","5.08","5.09","5.36","5.65","1986Q4",22
1986,4,79,"5.3","5.6","5.7","5.9","6.2","1986Q4",22
1986,4,80,"5.2","4.9","4.9","5.2","5.5","1986Q4",22
1986,4,82,"5.3","5.1","5","5.1","5.4","1986Q4",22
1986,4,84,"5.2","4.8","4.4","4.6","4.8","1986Q4",22
1986,4,94,"5.3","5.1","5.1","5.2","5.4","1986Q4",22
1986,4,100,"5.25","5","5.25","5.5","5.57","1986Q4",22
1987,1,9,"5.5","5.7","5.85","5.9","6","1987Q1",23
1987,1,12,"5.6","5.8","6","6.1","6.2","1987Q1",23
1987,1,15,"5.35","4.85","4.85","4.85","5.1","1987Q1",23
1987,1,20,"5.34","5.34","5.7","5.7","5.4","1987Q1",23
1987,1,30,"5.9","6","6.1","6.2","6.3","1987Q1",23
1987,1,35,"5.5","5.2","5.3","5.7","5.9","1987Q1",23
1987,1,40,"5.52","5.68","5.78","5.96","6.06","1987Q1",23
1987,1,43,"5.6","5.9","6.2","6.5","6.8","1987Q1",23
1987,1,51,"5.5","5.6","5.6","5.7","5.8","1987Q1",23
1987,1,60,"5.4","5.2","5","5","5.3","1987Q1",23
1987,1,62,"5.2","5.1","5.4","5.6","5.8","1987Q1",23
1987,1,65,"5.4","5.3","5.25","5.5","#N/A","1987Q1",23
1987,1,66,"5.5","5.7","5.9","6.3","6.1","1987Q1",23
1987,1,70,"5.5","6","6","5.7","5.5","1987Q1",23
1987,1,72,"5.4","5.3","5","5","#N/A","1987Q1",23
1987,1,78,"5.33","5.13","5.49","6.03","5.96","1987Q1",23
1987,1,79,"5.3","5.2","5.6","6","6.3","1987Q1",23
1987,1,82,"5.6","5.4","5.4","5.6","6","1987Q1",23
1987,1,86,"5.4","5.4","5.5","5.9","6.6","1987Q1",23
1987,1,90,"3.14","4.93","4.96","5.27","5.46","1987Q1",23
1987,1,94,"5.45","5.08","5.28","5.53","5.71","1987Q1",23
1987,1,100,"5.5","5.75","5.75","6.1","6.25","1987Q1",23
1987,2,9,"5.4","5.42","5.43","5.6","5.8","1987Q2",24
1987,2,12,"6.1","6.25","6.35","6.4","6.45","1987Q2",24
1987,2,15,"5.5","5.5","5.85","6.1","6.2","1987Q2",24
1987,2,20,"5.57","5.53","5.54","5.9","5.5","1987Q2",24
1987,2,30,"5.59","6.06","6.12","6.15","6.19","1987Q2",24
1987,2,35,"5.8","5.9","6","6.1","6.2","1987Q2",24
1987,2,40,"5.73","5.72","5.73","5.75","5.75","1987Q2",24
1987,2,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1987Q2",24
1987,2,43,"5.7","6","6.3","6.5","6.6","1987Q2",24
1987,2,44,"#N/A","#N/A","#N/A","#N/A","#N/A","1987Q2",24
1987,2,51,"5.81","5.85","5.9","5.95","6","1987Q2",24
1987,2,54,"5.8","6.02","6.26","6.61","6.41","1987Q2",24
1987,2,60,"5.7","6","6","6","6","1987Q2",24
1987,2,62,"5.7","5.8","6","6.2","6.8","1987Q2",24
1987,2,65,"5.65","6","6.25","6.75","7.3","1987Q2",24
1987,2,66,"5.9","6.2","5.5","6.3","6.3","1987Q2",24
1987,2,69,"5.6","5.5","6.2","6.5","6.7","1987Q2",24
1987,2,70,"5.8","5.9","5.8","5.5","5.5","1987Q2",24
1987,2,72,"5.75","5.6","5.5","5.5","5.75","1987Q2",24
1987,2,79,"5.7","5.7","5.9","6.1","6.3","1987Q2",24
1987,2,80,"5.8","6.1","6.4","6.6","6.3","1987Q2",24
1987,2,82,"5.8","6.1","6.3","6.3","6.5","1987Q2",24
1987,2,84,"5.8","6.4","6.8","6.8","6.8","1987Q2",24
1987,2,86,"5.6","6","6.5","6.9","7.7","1987Q2",24
1987,2,94,"5.7","5.8","5.9","6.1","6.2","1987Q2",24
1987,2,100,"5.75","6","6","6.25","6.25","1987Q2",24
1987,2,105,"5.8","6","6.2","6.2","6.3","1987Q2",24
1987,2,106,"5.65","5.73","5.92","6.09","6.3","1987Q2",24
1987,3,2,"5.83","6.35","6.58","6.31","5.77","1987Q3",25
1987,3,9,"5.65","5.5","5.5","5.8","5.8","1987Q3",25
1987,3,15,"5.85","6.1","6.35","6.6","6.85","1987Q3",25
1987,3,30,"5.75","5.8","5.8","5.82","5.84","1987Q3",25
1987,3,35,"6.12","6.02","6.1","6.2","6.3","1987Q3",25
1987,3,43,"5.9","6","6.2","6.4","6.5","1987Q3",25
1987,3,44,"#N/A","#N/A","#N/A","#N/A","#N/A","1987Q3",25
1987,3,51,"5.88","5.9","6","6","6.1","1987Q3",25
1987,3,60,"6","6","6","6","6","1987Q3",25
1987,3,62,"5.6","5.7","6","6.3","6.6","1987Q3",25
1987,3,65,"6","6.25","6.75","7.3","7.9","1987Q3",25
1987,3,66,"5.9","6.1","6.1","6.3","6.8","1987Q3",25
1987,3,69,"5.9","6.2","6.6","6.8","7","1987Q3",25
1987,3,70,"5.8","5.8","5.7","5.7","5.6","1987Q3",25
1987,3,72,"5.25","5.25","5","5","5","1987Q3",25
1987,3,79,"5.7","5.9","6.2","5.3","6.4","1987Q3",25
1987,3,82,"5.8","5.9","6.2","6.5","6.7","1987Q3",25
1987,3,84,"6","6.5","7","7.5","#N/A","1987Q3",25
1987,3,86,"6","6.4","6.8","7.4","7.9","1987Q3",25
1987,3,94,"5.83","6.34","6.59","6.35","5.82","1987Q3",25
1987,3,99,"5.9","6","6.1","6.3","6.4","1987Q3",25
1987,3,100,"6","6.25","6","6","6.25","1987Q3",25
1987,4,15,"5.85","5.5","5.25","5.5","5.9","1987Q4",26
1987,4,20,"6.34","6.54","6.5","6.5","6.6","1987Q4",26
1987,4,30,"6.1","6.12","6.35","6.6","7.1","1987Q4",26
1987,4,35,"6.2","6.2","6.2","6.4","6.5","1987Q4",26
1987,4,40,"5.9","5.79","5.77","5.78","5.78","1987Q4",26
1987,4,41,"#N/A","#N/A","#N/A","#N/A","#N/A","1987Q4",26
1987,4,43,"6.1","6.1","6.4","6.7","7","1987Q4",26
