"ID","Date_Number","Q4Ahead_error","Lag_Q4Ahead_error"
555,120,-1.013333333,-1.953333333
555,121,-0.196666667,-0.376666667
555,122,-0.113333333,-0.486666667
555,123,-0.113333333,-0.233333333
555,129,-0.173333333,-0.166666667
555,130,-0.176666667,-0.186666667
555,131,-0.273333333,-0.253333333
555,137,-1.033333333,-0.8
555,138,-0.73,-0.926666667
555,139,-0.74,-0.968533333
555,140,-0.29,-1.173333333
555,141,0.196666667,-1.033333333
555,142,0.186666667,-0.73
555,143,0.46,-0.74
555,144,0.34,-0.29
555,145,0.24,0.196666667
555,146,0.466666667,0.186666667
555,147,0.036666667,0.46
555,148,-0.35,0.34
555,149,-0.67,0.24
555,150,-1.523333333,0.466666667
557,111,-0.257033333,-3.619966667
557,112,-0.078033333,-2.226666667
557,113,-0.078033333,-2.298333333
557,114,-0.063333333,-1.155833333
557,115,-0.487433333,-0.257033333
557,116,-0.823333333,-0.078033333
557,122,-0.333333333,-0.319666667
557,123,NA,-0.303833333
557,124,-0.18,-0.593333333
557,125,-0.196666667,-1.046666667
557,126,-0.136666667,-0.333333333
557,127,-0.253333333,NA
557,128,-0.126666667,-0.18
557,129,-0.163333333,-0.196666667
557,130,-0.196666667,-0.136666667
557,131,-0.183333333,-0.253333333
557,132,-0.12,-0.126666667
557,133,-0.13,-0.163333333
557,134,-0.206666667,-0.196666667
557,135,-0.00333333299999999,-0.183333333
557,136,-0.363333333,-0.12
557,137,-0.503333333,-0.13
557,138,-0.48,-0.206666667
557,139,-0.25,-0.00333333299999999
557,140,-0.37,-0.363333333
557,141,0.434566667,-0.503333333
557,142,0.236666667,-0.48
557,143,0.38,-0.25
557,144,0.0933000000000002,-0.37
557,145,0.5711,0.434566667
557,146,0.442066667,0.236666667
557,147,0.323366667,0.38
557,148,-0.54,0.0933000000000002
557,149,-1.0367,0.5711
557,150,-1.603333333,0.442066667
558,118,-0.659666667,-0.072133333
558,119,-0.703633333,-0.317833333
558,120,-0.841833333,-0.667333333
558,121,-0.307066667,-0.860666667
558,122,-0.394033333,-0.659666667
559,126,-0.036666667,NA
559,127,-0.053333333,0.036666667
559,128,-0.066666667,-0.05
559,135,-0.573333333,-0.273333333
559,136,-1.143333333,-0.13
559,137,-0.853333333,-0.08
559,138,-0.56,-1.376666667
560,114,-0.763333333,-2.443333333
560,115,-0.773333333,-0.993333333
560,116,-0.853333333,-0.953333333
560,117,-0.876666667,-0.943333333
560,118,NA,-0.763333333
560,119,NA,-0.773333333
563,120,-0.113333333,-0.303333333
563,121,-0.006666667,-0.216666667
563,122,0.006666667,-0.246666667
563,123,0.066666667,-0.133333333
563,124,-0.07,-0.113333333
563,125,-0.106666667,-0.006666667
563,126,-0.086666667,0.006666667
563,127,-0.073333333,0.066666667
563,128,-0.066666667,-0.07
563,129,-0.073333333,-0.106666667
563,130,-0.026666667,-0.086666667
563,131,-0.073333333,-0.073333333
563,132,-0.07,-0.066666667
563,133,-0.04,-0.073333333
563,134,0.043333333,-0.026666667
563,135,0.176666667,-0.073333333
563,136,0.136666667,-0.07
563,137,-0.403333333,-0.04
563,138,-0.27,0.043333333
563,139,0.41,0.176666667
563,140,0.54,0.136666667
563,141,0.586666667,-0.403333333
563,142,0.796666667,-0.27
563,143,0.96,0.41
563,144,0.74,0.54
563,145,0.64,0.586666667
563,146,0.916666667,0.796666667
563,147,0.586666667,0.96
563,148,0.3,0.74
563,149,-0.32,0.64
563,150,-0.823333333,0.916666667
568,123,0.076666667,-0.233333333
568,124,-0.02,-0.163333333
568,125,-0.036666667,0.053333333
568,126,-0.036666667,0.066666667
568,127,-0.053333333,0.076666667
568,128,-0.066666667,-0.02
568,134,-0.626666667,-0.026666667
568,135,-0.463333333,-0.023333333
568,136,-0.493333333,-0.08
568,137,-0.703333333,-0.46
568,138,-0.97,-0.626666667
568,139,-0.41,-0.463333333
568,140,-0.11,-0.493333333
568,141,0.286666667,-0.703333333
568,142,0.326666667,-0.97
568,143,0.56,-0.41
568,144,0.49,-0.11
568,145,0.54,0.286666667
568,146,0.816666667,0.326666667
568,147,0.136666667,0.56
568,148,-0.28,0.49
568,149,-0.72,0.54
568,150,-1.243333333,0.816666667
569,136,-0.843333333,-0.68
569,137,-0.803333333,-0.76
569,138,-0.67,-0.676666667
569,139,-0.61,-0.613333333
569,140,-0.61,-0.843333333
569,141,-0.463333333,-0.803333333
569,142,-0.193333333,-0.67
569,143,-0.14,-0.61
569,144,-0.0599999999999998,-0.61
569,145,-0.16,-0.463333333
569,146,0.116666667,-0.193333333
569,147,-0.113333333,-0.14
569,148,-0.5,-0.0599999999999998
569,149,-1.02,-0.16
569,150,-1.423333333,0.116666667
570,130,-0.026666667,-0.036666667
570,131,-0.043333333,-0.053333333
570,132,-0.08,-0.066666667
570,133,-0.06,-0.073333333
570,134,-0.376666667,-0.026666667
570,135,-0.363333333,-0.043333333
570,136,-0.493333333,-0.08
570,137,-0.690433333,-0.06
570,138,-0.32,-0.376666667
570,139,-0.2419,-0.363333333
570,140,-0.01,-0.493333333
570,141,0.286666667,-0.690433333
570,142,0.356666667,-0.32
570,143,0.41,-0.2419
570,144,0.3273,-0.01
570,145,0.54,0.286666667
570,146,0.716666667,0.356666667
570,147,0.234266667,0.41
570,148,-0.302,0.3273
570,149,-0.689,0.54
570,150,-1.323333333,0.716666667
572,133,-0.41,-0.093333333
572,134,-0.536666667,-0.046666667
572,135,-0.793333333,-0.043333333
572,136,-0.773333333,-0.18
572,137,-0.733333333,-0.41
572,138,-0.47,-0.536666667
572,139,-0.27,-0.793333333
572,140,-0.18,-0.773333333
572,141,0.236666667,-0.733333333
572,142,0.326666667,-0.47
572,143,0.0900000000000001,-0.27
572,144,0.11,-0.18
572,145,0.12,0.236666667
572,146,0.646666667,0.326666667
572,147,0.286666667,0.0900000000000001
572,148,-0.1,0.11
572,149,-0.7,0.12
572,150,-1.313333333,0.646666667
574,132,-0.13,-0.091666667
574,133,-0.5133,-0.273333333
574,134,-0.846666667,-0.326666667
574,135,-0.933333333,-0.273333333
574,136,-1.256633333,-0.13
574,137,-1.603333333,-0.5133
574,138,-0.97,-0.846666667
574,139,-0.3733,-0.933333333
574,140,-0.3217,-1.256633333
574,141,-0.113333333,-1.603333333
574,142,0.0599666669999999,-0.97
574,143,0.13,-0.3733
574,144,0.14,-0.3217
574,145,-0.16,-0.113333333
574,146,0.176766667,0.0599666669999999
574,147,-0.0633333330000001,0.13
574,148,-0.46,0.14
574,149,-0.8533,-0.16
574,150,-1.596633333,0.176766667
576,140,-0.37,-0.303333333
576,141,-0.393333333,-0.513333333
576,142,0.356666667,-0.76
576,143,0.27,-0.47
576,144,0.28,-0.37
576,145,1.1015,-0.393333333
576,146,1.076666667,0.356666667
576,147,0.856666667,0.27
576,148,0.27,0.28
576,149,-0.12,1.1015
576,150,-1.313333333,1.076666667
577,133,-0.05,-0.083333333
577,134,0.063333333,-0.066666667
577,135,0.256666667,-0.213333333
577,136,0.216666667,-0.08
577,137,0.256666667,-0.05
578,135,-1.283333333,-0.073333333
578,136,-1.069533333,-0.41
578,137,-0.813333333,-0.5767
578,138,-0.93,-1.026666667
578,139,-0.44,-1.283333333
578,140,0.03,-1.069533333
578,141,0.089966667,-0.813333333
578,142,0.176666667,-0.93
578,143,0.1967,-0.44
578,144,0.2267,0.03
578,150,-1.453333333,0.536666667
